ISO,Country,Data source,Sector,Gas,Unit,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
CHE,Switzerland,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.53,3.43,3.44,3.4,3.38,3.35,3.36,3.52,3.48,3.44,3.5,3.48,3.34,3.41,3.37,3.25,3.17,3.02,2.8,2.77,2.74,2.64,2.39,2.34,2.21,2.32,2.46,2.42,2.19,2.42,2.58,2.93
TZA,Tanzania,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,3.4,2.81,2.99,2.23,2.19,1.85,2.17,1.63,0.99,0.94,1.14,0.79,0.52,0.58,0.73,0.97,0.78,0.63,0.5,0.51,0.52,0.6,0.57,0.52,0.45,0.5,0.46,0.46,0.47,0.42,0.41,0.4
LKA,Sri Lanka,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.36,2.75,2.83,2.42,2.22,1.97,1.62,1.39,1.32,1.28,1.17,1.0,1.03,0.97,0.9,0.85,0.78,0.73,0.63,0.56,0.59,0.54,0.5,0.45,0.46,0.43,0.4,0.41,0.3,0.36,0.18,0.18
AUT,Austria,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.26,3.29,3.37,3.56,3.57,3.72,3.69,3.6,3.53,3.53,3.46,3.54,3.59,4.28,4.2,3.98,3.78,4.0,4.43,4.2,4.1,4.07,3.93,3.96,4.28,4.13,3.99,4.34,4.29,4.15,4.78,4.69
KEN,Kenya,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,3.26,2.75,2.65,3.02,3.61,3.75,3.63,3.22,2.49,2.12,2.93,2.51,2.14,2.28,2.2,2.34,1.91,1.74,1.56,1.81,1.64,1.52,1.3,1.43,1.56,1.79,1.56,1.56,1.58,1.49,1.42,1.43
COD,Democratic Republic of the Congo,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.19,2.95,2.81,2.55,2.27,1.84,1.72,1.54,1.44,1.27,1.14,1.0,0.91,0.81,0.78,0.7,0.63,0.56,0.52,0.47,0.43,0.39,0.34,0.28,0.23,0.23,0.18,0.14,0.12,0.12,0.14,0.22
ECU,Ecuador,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.15,2.94,3.1,3.14,3.03,2.92,2.98,3.22,3.18,2.87,2.7,2.5,2.48,2.55,2.13,1.99,1.79,1.7,1.53,1.49,1.45,1.39,1.15,1.27,1.38,1.42,1.22,1.02,0.99,1.05,1.07,1.05
NOR,Norway,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.12,3.09,3.02,2.97,2.94,2.8,2.64,2.73,2.64,2.63,2.68,2.68,2.84,3.69,4.1,4.16,4.57,4.42,4.42,5.23,5.24,5.36,5.5,5.19,5.11,5.23,5.4,5.47,5.66,5.27,7.93,8.67
IRL,Ireland,Climate Watch,Industrial Processes,All GHG,MtCO₂e,3.01,2.74,2.95,3.06,3.06,3.1,2.83,2.68,2.27,2.21,2.03,2.17,2.42,3.21,3.58,3.56,3.4,3.41,3.46,3.15,3.49,3.46,2.66,2.4,2.53,2.19,1.96,1.79,1.63,1.62,1.64,1.94
ECU,Ecuador,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.82,2.69,2.83,3.07,2.13,2.23,3.22,3.76,3.52,3.09,2.91,2.85,2.72,2.36,2.07,2.75,2.92,2.78,2.81,2.94,2.71,2.77,2.96,3.24,3.09,3.06,2.72,2.81,2.52,2.8,2.56,2.44
BLR,Belarus,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.76,2.82,2.79,2.67,2.74,2.71,2.79,3.17,2.87,2.7,2.46,2.51,2.36,2.31,2.11,2.05,1.94,1.77,1.63,1.44,1.28,1.31,1.34,1.35,1.24,1.04,0.97,1.04,1.26,1.33,0.42,0.43
SDN,Sudan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.75,2.69,2.6,2.52,2.44,2.35,2.15,1.99,1.95,1.84,1.58,1.11,0.57,0.39,0.38,0.3,0.32,0.3,0.28,0.25,0.23,0.21,0.22,0.18,0.19,0.21,0.19,0.09,0.12,0.12,0.08,0.07
SRB,Serbia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.74,2.77,3.47,4.06,3.65,3.84,3.46,3.67,4.19,4.97,5.66,4.9,4.2,7.61,8.36,7.72,6.89,9.68,7.88,6.56,6.13,5.28,5.31,9.28,7.74,7.7,3.18,3.95,4.48,7.32,7.26,9.83
NLD,Netherlands,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.73,2.85,3.04,3.43,3.68,3.8,3.82,3.76,3.87,3.86,3.98,4.23,4.05,4.21,7.81,8.8,8.64,8.72,8.49,10.55,9.75,13.05,14.33,20.34,19.37,18.96,17.04,17.99,16.74,15.5,14.48,15.56
BFA,Burkina Faso,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.59,2.19,2.3,1.97,1.74,1.58,1.37,0.92,0.91,0.85,0.74,0.66,0.61,0.53,0.32,0.28,0.23,0.22,0.21,0.2,0.2,0.21,0.22,0.13,0.11,0.08,0.05,0.03,0.02,0.02,0.01,0.0
GTM,Guatemala,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.59,2.0,1.77,1.95,1.95,2.04,1.99,1.82,1.72,1.68,1.69,1.35,1.27,1.49,1.9,1.58,1.46,0.94,1.08,1.03,1.37,1.33,1.16,1.32,1.28,1.25,1.31,1.12,1.06,0.86,0.78,0.73
MMR,Myanmar,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.57,2.3,1.95,1.72,2.1,0.97,0.38,0.51,0.43,0.35,0.21,0.21,0.26,0.26,0.24,0.22,0.22,0.21,0.23,0.19,0.15,0.16,0.14,0.15,0.21,0.2,0.21,0.19,0.16,0.19,0.18,0.17
GHA,Ghana,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.55,2.25,2.07,1.97,1.66,1.72,1.83,1.69,1.77,1.7,1.47,1.3,1.35,1.17,1.08,1.06,0.98,0.95,0.87,0.88,0.71,0.73,0.7,0.62,0.54,0.52,0.48,0.43,0.38,0.37,0.32,0.32
QAT,Qatar,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.52,2.29,2.48,2.84,2.95,3.17,3.21,2.87,2.55,2.55,2.35,1.88,1.96,1.81,1.28,0.71,0.64,0.6,0.6,0.57,0.53,0.51,0.44,0.42,0.3,0.3,0.21,0.21,0.25,0.25,0.25,0.14
LSO,Lesotho,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.5,1.51,1.65,1.63,1.78,1.52,1.58,1.82,1.68,2.37,2.36,1.64,1.59,1.56,1.53,1.51,1.48,1.46,1.43,1.41,1.38,1.36,1.35,1.33,1.31,1.28,1.26,1.23,1.19,1.16,1.11,1.06
HUN,Hungary,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.42,2.45,2.66,2.64,2.66,2.7,3.3,2.96,2.36,2.39,2.41,2.44,2.6,3.05,3.89,4.26,4.39,4.34,3.78,3.52,4.09,3.83,3.31,3.33,3.46,3.45,2.99,3.59,2.76,2.12,3.18,5.41
SYR,Syria,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.41,2.52,2.78,3.15,2.54,2.42,2.67,3.01,3.24,5.03,6.58,7.37,6.04,7.61,7.55,6.9,6.33,4.51,5.75,5.36,5.57,5.38,5.84,6.09,4.85,5.33,4.99,4.65,4.24,3.92,3.68,2.98
TJK,Tajikistan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.39,2.49,2.45,2.26,1.89,1.02,1.03,0.92,0.57,0.52,0.57,0.59,0.56,0.58,0.67,0.68,0.68,0.68,0.7,0.69,0.7,0.72,0.74,0.77,0.82,0.86,0.92,0.75,0.64,0.52,0.16,0.0
HRV,Croatia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.38,2.35,2.33,2.34,2.32,2.15,2.16,2.23,2.28,2.3,2.64,2.85,3.01,3.7,3.68,3.67,3.53,3.43,3.01,2.95,3.09,2.85,2.89,3.02,3.02,2.77,2.68,2.93,2.79,2.95,3.71,5.4
BHR,Bahrain,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.28,2.12,2.19,2.17,1.96,2.12,2.09,2.23,1.74,1.05,0.79,0.72,0.3,0.24,0.21,0.19,0.17,0.14,0.12,0.13,0.13,0.08,0.08,0.07,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03
NZL,New Zealand,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.26,2.21,2.19,2.15,2.13,2.12,2.42,2.32,2.22,2.13,2.05,1.88,1.83,1.82,1.77,1.55,1.46,1.38,1.41,1.31,1.1,1.06,1.06,0.92,1.07,1.08,0.92,0.86,0.85,1.09,1.5,1.51
PRY,Paraguay,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.24,2.12,2.02,1.91,1.76,1.77,1.61,1.4,1.25,1.2,1.0,0.93,0.88,0.77,0.68,0.64,0.57,0.53,0.53,0.47,0.46,0.48,0.44,0.41,0.4,0.37,0.35,0.31,0.25,0.25,0.16,0.16
MNG,Mongolia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.23,2.21,2.5,1.96,1.78,1.44,1.5,1.9,2.23,2.43,2.0,1.63,1.42,1.63,1.6,2.2,0.75,0.7,0.69,0.65,0.61,0.63,0.87,0.98,1.55,1.1,1.97,1.84,2.42,2.67,3.45,2.83
HND,Honduras,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.22,2.08,2.12,2.1,2.08,1.86,1.71,1.56,1.5,1.48,1.29,1.13,1.11,1.07,1.02,0.94,0.79,0.78,0.72,0.69,0.71,0.69,0.54,0.48,0.51,0.45,0.33,0.29,0.33,0.3,0.31,0.29
BGR,Bulgaria,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.16,2.24,2.41,2.59,2.7,2.75,2.49,2.18,2.03,1.98,1.82,1.78,1.93,3.14,3.02,2.39,2.77,2.45,2.12,2.01,2.15,2.11,1.73,1.85,2.71,3.44,3.43,2.43,2.06,2.12,2.46,3.86
MOZ,Mozambique,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.16,2.03,1.95,1.78,1.71,1.7,1.32,1.25,1.14,1.06,0.95,0.88,0.87,0.9,0.9,0.92,0.91,0.83,0.75,0.61,0.42,0.32,0.26,0.22,0.18,0.13,0.04,0.04,0.02,0.02,0.04,0.04
BOL,Bolivia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.13,1.9,2.37,2.31,2.36,2.42,2.45,2.47,2.41,2.19,2.05,1.85,1.8,1.77,1.87,1.45,1.32,1.32,1.17,1.28,1.11,0.92,1.02,1.01,0.91,0.83,0.96,0.87,0.77,0.74,0.73,0.78
GEO,Georgia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.13,2.04,2.13,1.87,1.9,1.81,1.8,1.71,1.67,1.6,1.55,1.27,1.22,1.01,0.96,0.91,0.82,0.72,0.53,0.52,0.51,0.67,0.6,0.48,0.38,0.32,0.26,0.34,0.51,0.68,0.57,0.66
SVK,Slovakia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.12,2.14,2.15,2.14,2.2,2.22,2.28,2.18,2.07,2.15,2.39,2.45,2.9,3.48,3.38,3.42,2.95,2.93,2.4,2.47,2.57,2.37,2.75,3.0,2.57,2.52,2.46,2.28,1.79,2.33,1.13,1.47
AZE,Azerbaijan,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2.11,2.21,2.16,1.36,1.75,2.8,2.33,2.3,2.2,2.18,1.73,1.44,1.75,2.65,2.28,1.62,1.69,1.9,2.39,3.01,2.2,2.68,2.6,2.14,3.93,4.44,8.58,6.91,7.18,9.15,17.04,16.3
SWE,Sweden,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.06,2.12,2.28,2.6,2.55,2.69,2.67,2.6,2.57,2.73,2.75,3.01,2.81,3.22,3.23,3.5,3.4,3.29,3.14,3.19,3.16,3.2,3.05,2.97,2.82,2.8,2.89,2.62,2.56,2.51,2.75,2.84
SRB,Serbia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2.03,1.91,1.87,1.89,1.85,1.85,1.83,1.86,2.0,2.15,2.34,2.4,2.23,2.57,2.48,2.42,2.27,2.14,1.94,2.0,1.9,1.64,1.36,1.67,1.51,1.56,1.28,1.23,1.0,1.4,0.54,0.54
ZWE,Zimbabwe,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.98,1.9,1.81,1.83,1.68,1.6,1.66,1.52,1.43,1.48,1.24,1.11,1.05,0.91,0.89,0.98,0.92,0.87,0.82,0.89,0.96,1.03,1.01,1.04,1.02,0.96,0.92,0.97,0.47,0.43,0.42,0.36
TGO,Togo,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.97,1.86,1.84,1.6,1.54,1.52,1.45,1.01,0.98,1.05,1.01,0.87,0.84,0.73,0.83,0.88,0.95,0.91,0.89,0.64,0.53,0.45,0.73,0.46,0.17,0.46,0.43,0.34,0.4,0.38,0.41,0.41
MLI,Mali,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.95,1.84,1.69,1.4,1.18,1.09,1.0,0.93,0.78,0.53,0.46,0.38,0.35,0.31,0.27,0.23,0.2,0.19,0.18,0.17,0.16,0.15,0.13,0.1,0.09,0.06,0.04,0.03,0.03,0.02,0.02,0.01
LBY,Libya,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.92,1.38,2.3,2.7,2.75,2.91,3.55,4.86,4.69,2.54,2.51,3.5,4.23,3.66,2.77,2.74,3.84,3.75,3.18,3.16,3.3,3.17,3.03,2.98,3.09,2.71,2.74,2.37,2.03,2.4,2.21,2.09
TTO,Trinidad and Tobago,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.88,1.69,2.01,1.93,2.07,2.02,2.88,3.37,3.38,3.35,3.28,3.37,2.58,3.04,3.59,2.73,3.1,2.64,2.74,2.48,2.56,2.01,1.87,1.78,1.78,1.65,1.53,1.38,1.2,1.27,1.24,1.71
GTM,Guatemala,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.84,1.76,1.59,1.62,1.74,1.68,1.77,1.68,1.44,1.38,1.35,1.31,0.78,1.17,1.16,1.11,1.11,1.02,0.93,0.93,0.93,0.9,0.74,0.69,0.59,0.5,0.52,0.54,0.5,0.62,0.64,0.74
BOL,Bolivia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.83,1.66,1.91,1.82,1.74,1.71,1.64,1.56,1.42,1.26,1.23,1.11,1.06,0.93,0.84,0.79,0.7,0.63,0.57,0.51,0.5,0.54,0.59,0.56,0.5,0.43,0.42,0.37,0.34,0.31,0.28,0.27
SVN,Slovenia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.83,1.79,1.87,1.86,1.75,1.63,1.6,1.64,1.63,1.63,1.7,1.86,1.89,2.21,2.29,2.56,2.38,2.23,2.16,1.86,2.12,2.38,2.0,1.82,1.94,1.87,1.85,1.98,1.76,1.85,2.31,2.63
ZMB,Zambia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.83,1.25,1.08,1.6,1.71,1.63,1.64,1.58,1.51,1.58,1.05,0.8,0.84,0.81,0.73,0.75,0.9,0.79,0.85,0.8,0.76,0.72,0.75,1.02,1.06,0.71,0.83,0.92,1.38,1.42,1.4,1.34
FIN,Finland,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.81,1.84,1.95,2.07,2.17,2.22,2.19,2.17,2.19,2.14,2.14,2.13,2.57,3.53,3.3,3.17,3.25,3.02,2.78,2.66,2.56,2.58,2.39,2.29,2.25,2.1,2.02,1.9,1.75,1.81,2.05,2.44
GAB,Gabon,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.81,1.72,1.62,1.49,1.33,1.21,1.04,0.94,0.84,0.76,0.68,0.58,0.54,0.49,0.44,0.41,0.36,0.35,0.34,0.32,0.31,0.28,0.24,0.22,0.19,0.15,0.11,0.09,0.08,0.07,0.06,0.05
ZMB,Zambia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.79,1.77,1.6,1.66,1.4,1.28,1.15,1.15,1.08,0.94,0.75,0.68,0.57,0.43,0.4,0.39,0.33,0.3,0.28,0.22,0.2,0.26,0.22,0.23,0.24,0.21,0.19,0.18,0.21,0.21,0.21,0.24
PNG,Papua New Guinea,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.76,1.75,1.81,1.73,1.48,1.46,1.41,1.33,1.28,1.21,1.47,1.47,1.44,1.41,1.37,1.27,1.22,1.29,1.15,1.06,1.06,0.98,0.68,0.63,0.61,0.62,0.6,0.56,0.26,0.27,0.27,0.27
AGO,Angola,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.73,1.56,1.43,1.47,1.4,1.87,2.36,2.28,1.83,1.39,0.97,0.76,0.85,0.83,0.67,0.65,0.61,0.38,0.36,0.31,0.29,0.15,0.14,0.19,0.16,0.14,0.1,0.11,0.11,0.13,0.12,0.11
GEO,Georgia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.73,1.67,1.8,1.99,1.89,1.72,1.85,1.81,1.91,1.09,1.03,0.58,0.64,0.63,0.49,0.43,0.3,0.27,0.36,0.27,0.34,0.66,0.65,0.77,0.95,1.22,0.92,2.15,3.14,4.05,6.82,7.42
PAN,Panama,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.73,1.64,1.79,1.81,1.84,1.74,1.68,1.68,1.67,1.56,1.27,1.08,1.11,1.13,0.78,0.73,0.69,0.67,0.6,0.52,0.54,0.58,0.47,0.44,0.4,0.35,0.31,0.3,0.28,0.13,0.15,0.14
DNK,Denmark,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.7,1.75,1.71,1.79,1.87,1.82,1.68,1.69,1.74,1.75,1.82,1.7,1.87,2.4,2.74,2.78,2.81,2.92,3.07,3.0,3.04,3.11,2.91,2.69,2.55,2.53,2.41,2.15,2.07,1.99,1.96,1.83
SLV,El Salvador,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.68,1.37,1.61,1.41,1.28,1.2,0.95,1.05,0.85,1.31,1.05,0.91,0.81,1.25,1.56,1.35,1.31,1.36,1.2,1.19,1.14,1.09,1.07,1.04,0.95,0.72,0.82,0.8,0.76,0.76,0.58,0.53
BIH,Bosnia and Herzegovina,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.66,1.41,2.3,2.4,2.19,2.05,2.12,2.02,2.23,1.81,1.79,1.61,1.37,1.28,1.22,1.14,1.07,0.81,0.39,1.5,1.34,1.51,0.43,0.46,0.56,0.35,0.67,0.66,2.74,3.68,5.8,5.94
GIN,Guinea,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.66,1.57,1.46,1.34,1.23,1.11,1.0,0.9,0.8,0.7,0.6,0.51,0.46,0.41,0.36,0.31,0.26,0.25,0.24,0.23,0.22,0.2,0.17,0.14,0.11,0.08,0.04,0.04,0.03,0.02,0.01,0.0
HRV,Croatia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.66,1.69,1.69,1.75,1.85,1.67,1.94,1.93,1.84,2.14,2.28,2.4,2.23,2.67,2.73,2.61,2.5,2.72,2.76,3.02,3.3,3.48,3.81,4.01,4.67,5.08,5.63,5.01,3.94,3.45,1.56,2.04
SDN,Sudan,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.65,1.84,1.98,1.86,1.73,1.84,1.62,1.58,1.53,2.0,2.14,3.66,2.76,1.69,1.9,1.65,1.08,0.69,0.59,0.54,0.54,0.62,0.71,0.5,0.63,0.24,0.51,0.84,0.07,0.71,0.92,0.74
AZE,Azerbaijan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.63,1.54,1.6,1.56,1.39,1.16,1.26,1.32,1.1,1.02,0.81,0.95,0.93,1.06,1.09,1.04,0.98,0.94,0.72,0.63,0.43,0.22,0.19,0.2,0.26,0.2,0.17,0.26,0.31,0.39,0.0,0.0
BEN,Benin,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.6,1.54,1.45,1.39,1.13,1.04,0.96,0.89,0.81,0.76,0.69,0.62,0.57,0.49,0.48,0.46,0.42,0.4,0.34,0.33,0.16,0.15,0.13,0.1,0.16,0.12,0.11,0.09,0.1,0.09,0.08,0.07
ZWE,Zimbabwe,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.6,1.42,1.63,1.56,1.26,1.26,1.11,1.06,1.03,1.94,1.48,1.23,0.63,1.4,2.29,2.09,1.61,1.54,2.04,2.23,2.46,2.94,3.13,2.41,2.3,2.52,2.65,2.41,3.9,4.64,5.02,4.78
AGO,Angola,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.59,1.27,1.52,1.94,1.37,2.49,2.22,1.47,1.64,2.23,2.43,2.35,2.2,2.1,2.28,1.97,1.73,2.11,1.84,1.79,1.63,1.58,1.49,1.31,1.75,1.9,1.81,1.64,2.2,1.72,1.64,1.77
GHA,Ghana,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.57,1.49,1.38,1.27,1.16,1.06,0.96,0.87,0.77,0.69,0.59,0.49,0.44,0.4,0.35,0.31,0.27,0.27,0.28,0.29,0.28,0.27,0.3,0.27,0.6,0.5,0.47,0.54,0.66,0.66,0.59,0.58
JOR,Jordan,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.57,1.53,1.58,1.63,1.65,2.17,1.85,2.37,1.91,2.19,2.08,2.31,2.67,2.62,2.97,3.01,2.96,2.61,2.15,2.09,2.07,2.18,1.99,2.0,1.86,1.75,1.74,1.66,1.3,1.3,1.15,1.31
UGA,Uganda,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.57,1.43,1.44,1.43,1.3,1.25,1.29,1.04,0.95,0.89,0.8,0.77,0.73,0.71,0.78,0.63,0.62,0.47,0.44,0.39,0.31,0.33,0.34,0.32,0.28,0.26,0.24,0.19,0.21,0.19,0.18,0.18
ALB,Albania,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.53,1.54,1.16,1.18,1.28,1.17,1.27,1.36,1.44,1.35,1.28,1.14,0.86,0.73,0.69,0.46,0.42,0.45,0.45,0.14,0.13,0.22,0.16,0.13,0.12,0.15,0.13,0.1,0.17,0.19,0.42,0.52
URY,Uruguay,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.53,1.44,1.34,1.3,1.23,1.13,1.12,1.03,0.96,0.91,0.88,0.76,0.81,0.6,0.57,0.53,0.49,0.48,0.65,0.62,0.62,0.47,0.49,0.5,0.44,0.37,0.31,0.36,0.27,0.26,0.26,0.26
SEN,Senegal,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.52,1.32,0.96,1.15,0.98,1.75,1.65,1.45,1.11,1.11,1.24,0.92,0.94,0.88,0.85,0.6,0.79,0.92,0.59,0.72,0.66,0.5,0.59,0.48,0.39,0.34,0.35,0.3,0.27,0.27,0.25,0.24
TKM,Turkmenistan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.49,1.41,1.62,1.76,2.12,2.11,2.05,1.9,1.8,1.68,1.52,1.22,1.17,1.1,1.04,1.0,0.86,0.81,0.76,0.74,0.73,0.72,0.69,0.66,0.63,0.6,0.57,0.64,0.79,0.78,0.32,0.3
CRI,Costa Rica,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.48,1.44,1.48,1.47,1.42,1.3,1.39,1.3,1.23,1.16,1.1,1.01,1.3,1.27,1.33,0.95,1.17,0.95,0.79,0.81,0.8,0.72,0.73,0.7,0.62,0.56,0.41,0.44,0.4,0.33,0.33,0.29
CIV,Côte d'Ivoire,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.45,1.28,1.33,1.26,1.56,0.8,1.44,1.33,1.29,1.0,0.92,0.97,1.06,0.57,0.42,0.53,0.38,0.54,0.52,0.69,0.73,0.75,0.76,0.51,0.62,0.53,0.45,0.43,0.43,0.42,0.42,0.4
AFG,Afghanistan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.43,1.38,1.21,1.08,0.91,0.79,0.6,0.52,0.47,0.39,0.31,0.25,0.22,0.2,0.18,0.15,0.13,0.12,0.12,0.11,0.1,0.1,0.12,0.11,0.1,0.08,0.07,0.06,0.06,0.06,0.06,0.05
TJK,Tajikistan,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.41,1.32,1.62,1.59,1.18,0.75,0.06,0.05,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIN,Guinea,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.4,1.43,1.33,1.18,1.13,0.95,0.95,0.77,0.91,1.18,1.45,1.39,1.09,1.01,1.0,0.94,0.9,0.74,0.71,0.67,0.64,0.61,0.58,0.54,0.52,0.48,0.44,0.4,0.36,0.35,0.32,0.31
PAN,Panama,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.4,1.29,1.89,1.87,1.87,1.98,2.28,2.51,2.51,2.53,2.03,1.78,1.69,1.22,1.63,1.66,1.87,0.79,0.22,0.68,1.1,0.93,0.84,0.87,0.81,0.94,0.83,0.76,0.7,0.66,0.63,0.52
LKA,Sri Lanka,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.36,0.93,1.07,1.01,0.86,1.01,1.47,1.14,1.15,1.27,1.14,1.16,1.14,1.2,1.27,1.3,1.32,0.96,1.3,1.0,0.96,0.92,1.08,1.06,0.87,0.79,0.53,0.66,0.7,0.65,0.41,0.45
MWI,Malawi,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.36,1.24,1.05,0.97,0.9,0.81,0.74,0.74,0.63,0.53,0.46,0.41,0.38,0.34,0.33,0.29,0.26,0.28,0.32,0.29,0.28,0.27,0.25,0.22,0.21,0.2,0.19,0.18,0.18,0.17,0.17,0.15
KGZ,Kyrgyzstan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.31,1.02,1.06,1.07,0.84,0.77,0.86,0.99,0.91,0.76,0.65,0.53,0.37,0.58,0.64,0.6,0.52,0.47,0.41,0.32,0.29,0.27,0.24,0.37,0.34,0.28,0.17,0.19,0.29,0.47,0.0,0.0
LTU,Lithuania,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.3,1.26,1.32,1.3,1.28,1.33,1.32,1.2,1.22,1.33,1.49,1.12,1.15,3.45,3.7,3.01,2.87,2.58,2.3,2.21,2.06,1.91,1.73,1.73,1.41,1.27,1.03,1.03,1.17,1.53,1.04,0.99
