ISO,Country,Data source,Sector,Gas,Unit,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
LTU,Lithuania,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.27,1.18,1.29,1.25,1.17,1.15,1.18,1.31,1.41,1.47,1.37,1.27,1.18,1.47,1.62,1.62,1.51,1.23,1.14,1.12,1.05,1.08,1.19,1.53,1.56,1.53,1.74,2.04,1.99,3.04,6.2,6.14
MDG,Madagascar,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.26,1.19,1.1,1.02,0.96,0.86,0.78,0.71,0.67,0.6,0.51,0.43,0.39,0.36,0.36,0.28,0.25,0.25,0.25,0.18,0.18,0.17,0.14,0.12,0.09,0.07,0.05,0.04,0.05,0.04,0.03,0.03
YEM,Yemen,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.25,1.12,1.14,1.09,1.06,0.84,1.19,1.41,1.43,1.22,1.24,0.9,0.97,0.94,0.79,0.66,0.65,0.65,0.65,0.66,0.63,0.59,0.61,0.51,0.52,0.43,0.45,0.34,0.34,0.34,0.36,0.35
CRI,Costa Rica,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.24,1.13,1.0,1.22,1.31,1.24,1.07,1.08,1.09,1.14,1.16,1.06,1.07,1.2,1.25,1.03,1.0,0.95,0.98,0.75,0.92,0.87,0.81,0.77,0.72,0.67,0.68,0.66,0.58,0.56,0.67,0.7
ALB,Albania,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.21,0.99,0.92,1.29,1.1,0.61,0.68,0.92,0.59,0.65,1.12,1.04,0.78,0.5,0.64,0.68,0.45,0.55,0.51,0.43,0.54,0.48,0.49,0.4,0.24,0.46,0.49,0.47,0.54,0.76,1.42,2.15
CYP,Cyprus,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.14,1.16,1.09,1.17,1.26,1.24,1.24,1.32,1.09,0.84,0.86,0.84,0.93,1.05,1.01,1.0,0.93,0.94,0.86,0.87,0.83,0.84,0.81,0.8,0.83,0.86,0.8,0.83,0.79,0.73,0.67,0.71
MKD,Macedonia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.13,1.07,1.07,0.94,0.88,1.04,1.06,1.14,1.27,1.38,1.45,1.25,0.97,1.53,1.63,1.42,1.35,0.92,1.12,0.86,0.9,1.05,0.89,1.25,0.92,1.16,0.88,0.9,1.12,1.37,1.42,1.64
KHM,Cambodia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.12,1.08,0.93,0.87,0.9,0.8,0.5,0.59,0.69,0.73,0.72,0.71,0.22,0.2,0.2,0.19,0.18,0.15,0.14,0.13,0.12,0.12,0.1,0.1,0.08,0.08,0.06,N/A,N/A,N/A,N/A,N/A
JAM,Jamaica,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.11,1.22,2.33,2.83,1.82,2.23,2.11,2.34,2.52,1.9,1.98,1.64,1.95,4.02,5.14,5.18,3.26,3.16,1.94,1.92,2.03,2.0,1.95,1.81,1.69,1.76,1.44,2.64,1.82,2.92,3.91,3.77
GNQ,Equatorial Guinea,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.1,1.04,1.13,1.1,1.15,1.24,1.06,1.25,1.25,1.21,1.17,1.2,1.11,1.94,2.64,2.21,2.27,2.25,0.3,0.27,0.09,0.1,0.06,0.07,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.01
YEM,Yemen,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.09,1.11,1.29,1.28,0.84,0.9,1.24,3.4,3.43,2.28,2.63,3.04,3.1,3.23,2.9,2.64,2.7,2.53,2.39,1.49,1.27,1.14,0.98,0.84,0.72,0.62,0.53,0.0,0.0,0.0,0.0,0.0
CUB,Cuba,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.07,1.13,1.26,1.31,1.19,1.18,1.14,1.15,1.32,1.32,1.27,1.22,1.3,1.33,1.4,1.35,1.26,1.12,1.1,1.15,0.95,0.95,1.03,0.98,1.05,0.82,0.81,0.68,0.86,1.13,1.69,2.58
TCD,Chad,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.07,0.98,0.92,0.85,0.78,0.68,0.61,0.55,0.49,0.42,0.32,0.27,0.24,0.21,0.19,0.16,0.14,0.13,0.12,0.12,0.11,0.11,0.09,0.07,0.06,0.04,0.02,0.02,0.01,0.01,0.01,0.0
URY,Uruguay,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1.06,0.95,0.96,1.03,0.94,1.0,0.92,0.92,0.8,0.71,0.72,0.65,0.7,0.75,0.67,0.61,0.64,0.63,0.6,0.57,0.64,0.72,0.81,0.83,0.82,0.69,0.52,0.51,0.56,0.61,0.6,0.58
COG,Republic of Congo,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1.05,0.93,0.93,0.87,0.95,0.86,0.72,0.58,0.45,0.37,0.3,0.26,0.25,0.22,0.2,0.18,0.16,0.11,0.11,0.1,0.1,0.1,0.08,0.06,0.06,0.05,0.06,0.05,0.06,0.06,0.05,0.04
NIC,Nicaragua,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.95,0.91,0.89,0.89,0.88,0.84,0.77,0.71,0.65,0.59,0.58,0.5,0.45,0.42,0.4,0.38,0.35,0.34,0.49,0.34,0.32,0.32,0.23,0.22,0.21,0.19,0.16,0.15,0.13,0.13,0.11,0.1
LUX,Luxembourg,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.94,0.93,1.01,0.99,0.97,0.97,0.97,1.0,1.01,1.06,1.09,1.12,1.04,1.22,1.27,1.37,1.28,1.29,1.14,1.26,1.45,1.31,1.55,1.5,2.15,2.55,2.57,4.01,4.51,4.24,4.67,5.1
LAO,Laos,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.93,0.65,0.68,0.64,0.56,0.53,1.64,1.27,1.42,1.02,1.04,0.9,0.65,0.55,0.41,0.42,0.15,0.15,0.12,0.12,0.09,0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNG,Mongolia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.93,0.86,0.78,0.67,0.52,0.38,0.33,0.32,0.22,0.26,0.25,0.25,0.17,0.19,0.17,0.14,0.12,0.1,0.1,0.09,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.07,0.1,0.15
NAM,Namibia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.87,0.82,0.85,0.79,0.68,0.52,0.56,0.51,0.46,0.39,0.29,0.12,0.11,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.0
MDA,Moldova,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.85,0.81,1.13,1.08,0.96,0.78,0.77,0.9,0.8,1.07,1.04,0.96,0.59,0.7,0.86,0.74,1.01,0.65,0.56,0.52,0.5,0.5,0.46,0.61,0.73,0.7,0.99,1.0,1.25,1.2,2.17,2.06
NER,Niger,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.85,0.8,0.75,0.69,0.62,0.56,0.51,0.46,0.41,0.37,0.32,0.25,0.23,0.21,0.19,0.16,0.13,0.13,0.13,0.12,0.12,0.11,0.1,0.08,0.06,0.05,0.03,0.03,0.02,0.02,0.01,0.01
SLV,El Salvador,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.84,0.79,0.87,0.77,0.68,0.64,0.66,0.64,0.7,0.74,0.7,0.67,0.63,0.65,0.64,0.64,0.56,0.61,0.66,0.63,0.56,0.51,0.49,0.5,0.47,0.43,0.4,0.38,0.39,0.19,0.31,0.29
HND,Honduras,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.83,0.83,1.17,1.18,1.25,1.24,1.98,1.51,2.35,2.97,2.57,1.84,1.75,1.88,1.93,2.02,1.74,1.76,1.46,1.22,1.22,1.07,1.03,0.81,0.74,0.94,0.77,0.8,0.79,0.81,0.78,0.78
SVN,Slovenia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.8,0.82,0.85,0.84,0.83,0.79,0.8,0.82,0.78,0.71,0.67,0.68,0.73,0.89,0.92,0.9,0.85,0.8,0.75,0.71,0.75,0.73,0.68,0.67,0.65,0.63,0.6,0.57,0.47,0.56,0.19,0.26
MOZ,Mozambique,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.79,0.72,0.94,0.88,0.83,0.76,0.65,0.77,0.71,0.55,0.61,0.47,0.47,0.4,0.37,0.3,0.27,0.31,0.31,0.24,0.22,0.08,0.18,0.17,0.1,0.07,0.24,0.24,0.23,0.19,0.17,0.17
JAM,Jamaica,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.78,0.74,0.67,0.63,0.65,0.67,0.67,0.64,0.57,0.52,0.49,0.47,0.52,0.42,0.39,0.42,0.38,0.41,0.4,0.35,0.34,0.34,0.3,0.31,0.28,0.3,0.29,0.25,0.25,0.26,0.21,0.24
LVA,Latvia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.73,0.76,0.78,0.79,0.69,0.62,0.72,0.8,0.76,0.78,0.76,0.63,0.36,0.34,0.31,0.28,0.21,0.2,0.18,0.16,0.15,0.12,0.17,0.13,0.13,0.13,0.12,0.1,0.04,0.16,0.02,0.02
BFA,Burkina Faso,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.7,0.65,0.63,0.11,0.06,0.14,0.07,0.05,0.13,0.1,0.14,0.2,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.03,0.1,0.07,0.05,0.05,0.05
LVA,Latvia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.7,0.72,0.71,0.79,0.65,0.67,0.79,0.88,0.92,1.1,1.06,1.17,0.89,1.11,1.21,1.19,1.13,1.12,1.1,1.05,1.01,1.04,1.19,1.32,1.42,1.25,1.37,1.44,1.58,1.59,1.85,2.57
MDA,Moldova,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.7,0.69,0.74,0.7,0.65,0.56,0.58,0.6,0.62,0.58,0.57,0.5,0.48,0.92,0.82,0.56,0.46,0.37,0.32,0.29,0.24,0.23,0.26,0.26,0.31,0.23,0.28,0.33,0.41,0.48,0.0,0.0
BRN,Brunei,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.69,0.65,0.58,0.5,0.43,0.35,0.28,0.25,0.22,0.19,0.16,0.13,0.12,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01
ARM,Armenia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.68,0.59,0.54,0.53,0.43,0.4,0.5,0.5,0.52,0.53,0.52,0.54,0.48,0.63,0.61,0.52,0.5,0.45,0.36,0.34,0.26,0.24,0.26,0.28,0.22,0.12,0.1,0.05,0.07,0.11,0.0,0.0
GAB,Gabon,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.66,0.67,0.72,0.71,0.71,1.4,1.39,1.41,1.46,1.22,1.19,1.17,1.0,0.88,0.7,0.78,0.67,0.44,0.42,0.39,0.55,0.54,0.5,0.54,0.53,0.48,0.46,0.43,0.32,0.29,0.21,0.15
TKM,Turkmenistan,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.03,1.68,1.81,1.53,1.48,1.05,0.8,0.82,0.78,0.81,0.59,0.38,0.53,0.65,0.64,0.52,0.55,0.54,0.67,0.64,0.47,0.33,0.66,0.73
UGA,Uganda,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.65,0.58,0.48,0.4,0.4,0.39,0.37,0.41,0.38,0.45,0.41,0.34,0.22,0.2,0.16,0.18,0.18,0.16,0.15,0.15,0.13,0.11,0.11,0.1,0.09,0.08,0.03,0.02,0.02,0.02,0.02,0.01
LBN,Lebanon,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.64,0.53,0.87,1.15,1.16,1.09,1.2,1.19,0.99,1.13,1.16,0.82,1.14,0.96,0.53,0.79,1.82,1.84,1.53,1.12,1.73,1.2,1.49,0.99,1.38,1.08,1.4,1.01,0.61,0.34,0.56,0.33
GUY,Guyana,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.63,0.5,0.4,0.32,0.29,0.34,0.21,0.22,0.21,0.24,0.17,0.14,0.13,0.2,0.21,0.11,0.14,0.21,0.21,0.4,0.41,0.43,0.42,0.51,0.48,0.44,0.45,0.43,0.39,0.36,0.39,0.38
BWA,Botswana,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.6,0.57,0.65,0.69,0.63,0.61,0.68,0.78,0.75,0.67,0.58,0.55,0.99,1.16,1.22,0.98,0.93,0.65,0.9,1.08,0.94,0.86,0.85,0.96,0.55,0.55,0.4,0.48,0.64,0.69,0.49,0.5
HTI,Haiti,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.6,0.62,0.64,0.63,0.62,0.61,0.6,0.68,0.49,0.36,0.56,0.54,0.47,0.52,0.52,0.4,0.39,0.37,0.44,0.46,0.26,0.26,0.36,0.32,0.26,0.16,0.15,0.03,0.14,0.23,0.23,0.19
BIH,Bosnia and Herzegovina,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.59,0.59,0.53,0.56,0.53,0.51,0.5,0.52,0.55,0.53,0.56,0.59,0.62,0.75,0.71,0.69,0.61,0.63,0.58,0.6,0.54,0.52,0.35,0.31,0.23,0.16,0.15,0.17,0.17,0.2,0.17,0.21
MUS,Mauritius,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.59,0.56,0.53,0.49,0.45,0.41,0.37,0.35,0.33,0.3,0.28,0.26,0.24,0.23,0.22,0.2,0.19,0.19,0.18,0.17,0.15,0.26,0.16,0.14,0.13,0.11,0.1,0.1,0.09,0.09,0.08,0.08
ATG,Antigua and Barbuda,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.57,0.51,0.49,0.46,0.44,0.41,0.39,0.38,0.37,0.36,0.35,0.34,0.31,0.27,0.23,0.2,0.16,0.15,0.13,0.11,0.1,0.08,0.07,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.0,0.0
LBR,Liberia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.57,0.5,0.45,0.42,0.38,0.33,0.33,0.31,0.25,0.2,0.16,0.14,0.13,0.12,0.14,0.13,0.11,0.1,0.06,0.07,0.07,0.07,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.02
CYP,Cyprus,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.56,0.59,0.57,0.56,0.63,0.61,0.62,0.69,0.54,0.47,0.57,0.68,0.78,0.9,0.91,0.89,1.01,1.41,1.38,1.34,1.35,1.41,1.37,1.33,1.3,1.38,1.24,1.22,1.2,1.13,1.3,0.8
MDG,Madagascar,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.56,0.31,0.66,0.51,0.56,0.56,0.65,0.62,0.6,0.55,0.34,0.34,0.3,0.31,0.29,0.3,0.35,0.29,0.27,0.22,0.33,0.27,0.29,0.29,0.26,0.26,0.22,0.0,0.01,0.01,0.01,0.01
KGZ,Kyrgyzstan,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.54,0.46,0.84,1.14,0.8,0.83,1.78,1.41,0.74,1.53,0.57,0.65,0.43,1.05,0.97,0.73,0.74,1.6,1.69,1.5,0.62,0.84,1.16,1.18,1.06,1.01,0.56,2.67,2.94,3.41,7.61,8.51
NIC,Nicaragua,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.54,0.51,0.6,0.6,0.64,0.62,0.59,0.54,0.52,0.55,0.53,0.52,0.48,0.69,0.72,0.72,0.71,0.78,0.7,0.52,0.43,0.4,0.4,0.35,0.36,0.3,0.29,0.32,0.24,0.26,0.25,0.33
BDI,Burundi,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.53,0.5,0.46,0.42,0.39,0.35,0.31,0.28,0.25,0.22,0.19,0.16,0.14,0.13,0.11,0.1,0.08,0.08,0.07,0.07,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0
BEN,Benin,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.53,0.53,0.5,0.12,0.33,0.4,0.4,0.47,0.25,0.16,0.17,0.15,0.15,0.12,0.14,0.13,0.14,0.15,0.14,0.15,0.15,0.16,0.16,0.14,0.18,0.15,0.03,0.02,0.03,0.03,0.02,0.03
ARM,Armenia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.52,0.45,0.44,0.47,0.45,0.4,0.41,0.57,0.66,0.67,0.6,0.52,0.96,1.35,1.17,1.44,1.36,1.1,0.99,0.8,0.8,0.72,1.03,0.97,0.85,0.45,0.51,0.64,2.01,1.38,4.0,3.81
HTI,Haiti,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.5,0.44,0.41,0.39,0.36,0.3,0.28,0.27,0.22,0.2,0.18,0.27,0.25,0.24,0.22,0.21,0.2,0.19,0.18,0.17,0.13,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.05,0.09,0.11,0.09
RWA,Rwanda,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.5,0.42,0.39,0.36,0.33,0.29,0.23,0.19,0.16,0.15,0.13,0.12,0.11,0.1,0.1,0.09,0.08,0.08,0.08,0.08,0.07,0.06,0.05,0.05,0.04,0.03,0.01,0.01,0.03,0.03,0.03,0.03
BTN,Bhutan,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.49,0.37,0.5,0.53,0.48,0.5,0.42,0.37,0.31,0.28,0.29,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.06,0.05,0.06,0.06,0.06
MDV,Maldives,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.42,0.39,0.35,0.3,0.26,0.21,0.17,0.15,0.13,0.11,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
GNQ,Equatorial Guinea,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.4,0.38,0.35,0.32,0.3,0.27,0.24,0.22,0.19,0.17,0.15,0.12,0.11,0.1,0.09,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0
LUX,Luxembourg,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.4,0.45,0.45,0.43,0.43,0.42,0.4,0.43,0.44,0.44,0.45,0.43,0.42,0.44,0.46,0.46,0.46,0.47,0.43,0.49,0.47,0.53,0.5,0.48,0.47,0.46,0.46,0.51,0.46,0.54,0.52,0.55
BRN,Brunei,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.39,0.37,0.41,0.38,0.43,0.32,0.42,0.34,0.42,0.54,0.47,0.44,0.97,1.93,1.85,1.9,0.12,0.12,0.13,0.13,0.12,0.14,0.17,0.2,0.27,0.23,0.2,0.19,0.17,0.17,0.14,0.13
PNG,Papua New Guinea,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.37,0.35,0.31,0.27,0.23,0.19,0.15,0.14,0.12,0.11,0.09,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
EST,Estonia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.35,0.47,0.73,0.67,0.64,0.69,0.67,0.82,1.07,0.83,0.85,0.79,0.75,1.18,1.31,1.03,1.04,0.98,0.97,0.83,1.15,0.96,0.9,1.29,1.45,1.7,1.61,1.59,1.89,2.04,3.5,3.62
BRB,Barbados,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.34,0.28,0.54,0.41,0.48,0.44,0.46,0.48,0.46,0.42,0.5,0.46,0.49,0.57,0.51,0.48,0.51,0.52,0.52,0.52,0.55,0.69,0.57,0.55,0.6,0.48,0.43,0.4,0.3,0.33,0.43,0.44
ISL,Iceland,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.34,0.33,0.32,0.31,0.3,0.29,0.32,0.29,0.28,0.28,0.25,0.34,0.33,0.57,0.48,0.53,0.16,0.16,0.17,0.18,0.22,0.27,0.32,0.32,0.18,0.1,0.12,0.1,0.14,0.24,0.47,0.56
SOM,Somalia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.34,0.31,0.29,0.28,0.26,0.25,0.23,0.22,0.22,0.21,0.21,0.2,0.18,0.16,0.14,0.11,0.09,0.08,0.07,0.06,0.05,0.04,0.1,0.16,0.22,0.28,0.34,0.28,0.21,0.15,0.07,0.02
BHS,Bahamas,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.33,0.27,0.28,0.34,0.45,0.18,0.24,0.21,0.21,0.2,0.2,0.16,0.15,0.11,0.15,0.16,0.28,0.42,0.43,0.46,0.49,0.58,0.58,0.58,0.27,0.57,0.58,0.56,0.55,0.59,0.65,0.66
MNE,Montenegro,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.32,0.3,0.3,0.29,0.28,0.28,0.27,0.32,0.38,0.43,0.49,0.54,0.68,0.85,1.01,1.18,1.34,1.52,1.7,1.68,1.66,1.64,1.62,1.6,1.58,1.56,1.54,1.52,1.5,1.48,1.46,1.44
MUS,Mauritius,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.31,0.32,0.33,0.33,0.33,0.33,0.34,0.33,0.32,0.34,0.34,0.36,0.37,0.44,0.41,0.41,0.35,0.37,0.39,0.39,0.4,0.37,0.33,0.29,0.26,0.26,0.26,0.25,0.28,0.21,0.21,0.18
PRY,Paraguay,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.31,0.28,0.31,0.33,0.3,0.31,0.42,0.27,0.21,0.35,0.23,0.25,0.24,0.2,0.2,0.27,0.33,0.29,0.25,0.33,0.34,0.36,0.38,0.43,0.41,0.4,0.38,0.43,0.23,0.34,0.27,0.22
SWZ,Eswatini,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.3,0.27,0.28,0.31,0.31,0.33,0.25,0.15,0.14,0.15,0.12,0.13,0.19,0.24,0.23,0.22,0.22,0.24,0.25,0.33,0.39,0.34,0.53,0.5,0.5,0.61,0.73,0.72,0.16,0.15,0.26,0.26
RWA,Rwanda,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.29,0.29,0.3,0.32,0.2,0.17,0.14,0.11,0.11,0.11,0.09,0.09,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.09,0.09,0.11
BRB,Barbados,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.28,0.24,0.26,0.25,0.24,0.19,0.18,0.17,0.16,0.16,0.17,0.16,0.17,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.15,0.15,0.14,0.14,0.1,0.06,0.04,0.04,0.04,0.09,0.1,0.1
NAM,Namibia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.28,0.28,0.3,0.3,0.3,0.3,0.3,0.29,0.28,0.26,0.25,0.23,0.22,0.22,0.22,0.21,0.2,0.22,0.21,0.2,0.23,0.16,0.16,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,N/A
NER,Niger,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.28,0.2,0.18,0.14,0.17,0.14,0.2,0.28,0.25,0.3,0.21,0.21,0.16,0.11,0.09,0.07,0.06,0.07,0.07,0.05,0.05,0.04,0.1,0.1,0.1,0.07,0.03,0.04,0.06,0.04,0.04,0.05
CMR,Cameroon,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.27,0.26,0.26,0.25,0.24,0.23,0.22,0.43,0.41,0.39,0.38,0.37,0.39,0.31,0.29,0.23,0.18,0.2,0.2,0.21,0.2,0.2,0.18,0.15,0.16,0.16,0.16,0.14,0.15,0.14,0.15,0.17
GUY,Guyana,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.26,0.26,0.25,0.25,0.24,0.23,0.1,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
MWI,Malawi,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.26,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.14,0.13,0.15,0.1,0.07,0.07,0.09,0.09,0.09,0.08,0.08,0.14,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.17
MLI,Mali,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.23,0.22,0.22,0.21,0.2,0.44,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TCD,Chad,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.23,0.23,0.25,0.23,0.24,0.19,0.22,0.23,0.22,0.19,0.07,0.05,0.05,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWA,Botswana,Climate Watch,Industrial Processes,All GHG,MtCO₂e,0.22,0.21,0.2,0.18,0.18,0.16,0.15,0.14,0.12,0.11,0.1,0.18,0.17,0.07,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
MNE,Montenegro,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.22,0.2,0.21,0.2,0.21,0.17,0.18,0.18,0.2,0.12,0.1,0.12,0.26,0.52,0.45,0.34,0.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BTN,Bhutan,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,0.2,0.18,0.4,0.4,0.35,0.29,0.2,0.23,0.18,0.13,0.09,0.07,0.05,0.1,0.07,0.08,0.09,0.02,0.1,0.16,0.13,0.16,0.16,0.17,0.18,0.09,0.07,0.06,0.04,0.07,0.04,0.04
